CODE,LATITUDE,LONGITUDE,LAST MODIFIED DATE,ID,POSTAL CODE
RT01189302,21.3701974,80.3801296,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189306,21.3725353,80.3801968,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189307,21.3703974,80.3801601,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189308,21.3726463,80.3800313,20-02-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01192591,21.3717121,80.3803013,03-03-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01192601,21.3721914,80.3808183,03-03-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01192602,21.3717355,80.3804002,03-03-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01192603,21.3717442,80.3803725,03-03-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01192607,21.3639295,80.3763741,03-03-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01192735,21.3763893,80.3805314,03-03-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01192740,21.3719477,80.3891691,03-03-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01192745,21.3744628,80.3773654,03-03-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01192754,21.3737742,80.3809235,03-03-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01192773,21.3725386,80.3805204,03-03-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01192794,21.3730166,80.380658,03-03-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01192825,21.3749133,80.3769565,03-03-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01192840,21.3719189,80.3851823,03-03-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01198027,21.3651608,80.3767705,20-03-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01198172,21.374642,80.3767951,20-03-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01198219,21.3771452,80.3813121,20-03-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01198238,21.3751234,80.3815515,20-03-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01202317,21.3630299,80.3787649,08-04-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01202364,21.3695913,80.3782738,08-04-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01202371,21.3696174,80.378362,08-04-2021 00:00,"5F85D0BF-95FE-4BC5-A656-617429762DA0
",441902
RT01189518,21.3821267,79.7505725,22-02-2021 00:00,"B7509C82-820F-4A37-9397-62798C033E61
",441912
RT01189521,21.3820898,79.7507659,22-02-2021 00:00,"B7509C82-820F-4A37-9397-62798C033E61
",441912
RT01189523,21.3808859,79.7501575,22-02-2021 00:00,"B7509C82-820F-4A37-9397-62798C033E61
",441912
RT01189530,21.3814272,79.75028,22-02-2021 00:00,"B7509C82-820F-4A37-9397-62798C033E61
",441912
RT01189533,21.3814134,79.7502251,22-02-2021 00:00,"B7509C82-820F-4A37-9397-62798C033E61
",441912
RT01189540,21.3814604,79.750997,22-02-2021 00:00,"B7509C82-820F-4A37-9397-62798C033E61
",441912
RT01189542,21.3809725,79.7500293,22-02-2021 00:00,"B7509C82-820F-4A37-9397-62798C033E61
",441912
RT01189547,21.3821206,79.7506323,22-02-2021 00:00,"B7509C82-820F-4A37-9397-62798C033E61
",441912
RT01189550,21.3824413,79.7506775,22-02-2021 00:00,"B7509C82-820F-4A37-9397-62798C033E61
",441912
RT01189551,21.3821615,79.7506599,22-02-2021 00:00,"B7509C82-820F-4A37-9397-62798C033E61
",441912
RT01189669,21.3802783,79.7506908,22-02-2021 00:00,"B7509C82-820F-4A37-9397-62798C033E61
",441912
RT01189670,21.3806175,79.7502819,22-02-2021 00:00,"B7509C82-820F-4A37-9397-62798C033E61
",441912
RT01189680,21.3795656,79.75017,22-02-2021 00:00,"B7509C82-820F-4A37-9397-62798C033E61
",441912
RT01189713,21.3816186,79.7499711,22-02-2021 00:00,"B7509C82-820F-4A37-9397-62798C033E61
",441912
RT01193623,21.069393,79.8301208,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193628,21.0670239,79.8412811,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193631,21.068962,79.8309069,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193639,21.0691032,79.831442,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193642,21.0693662,79.8311884,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193643,21.0692744,79.8308277,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193669,21.0696437,79.8221332,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193671,21.0723575,79.8177865,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193672,21.0715822,79.8179808,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193678,21.0695385,79.8221171,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193679,21.0696673,79.8221179,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193680,21.0691249,79.8238657,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193693,21.0713087,79.8180174,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193721,21.0706192,79.8244267,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193723,21.0715428,79.8225306,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193725,21.0706975,79.8244474,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193730,21.071009,79.8241694,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193731,21.0708118,79.8264797,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193734,21.071725,79.8227325,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193747,21.070612,79.8255071,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193748,21.0708476,79.8239955,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193776,21.0699763,79.827902,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193779,21.0703741,79.8288868,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193781,21.0699492,79.8290077,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193786,21.070168,79.8289289,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193788,21.0700683,79.8289555,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193789,21.0715449,79.8287254,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193797,21.07025,79.8289139,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193799,21.0714765,79.8289803,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193801,21.0703957,79.8289584,07-04-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193811,21.0697294,79.8289008,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01193825,21.0698674,79.8277398,06-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441804
RT01196043,21.0863228,80.0126024,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196052,21.0859541,80.0128767,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196059,21.0853813,80.0129508,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196072,21.0837733,80.0138822,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196084,21.0830509,80.0150334,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196085,21.0836805,80.0162994,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196087,21.0832479,80.0144372,06-04-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196088,21.0829334,80.016417,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196089,21.0829689,80.0163993,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196100,21.0864733,80.0029938,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196101,21.0849952,80.0113948,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196103,21.0864228,80.0063033,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196104,21.0863848,80.0064695,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196131,21.085492,79.999835,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196135,21.0845933,79.9993203,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196144,21.0845635,79.9988088,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196158,21.0853228,79.9972617,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196205,21.0863709,79.9973216,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
RT01196216,21.087012,79.9916348,15-03-2021 00:00,"EADF3487-72C9-43E8-B7F7-29403F8BB9A2
",441802
